date,time,country,country_code,group_letter,spi,spi_offense,spi_defense,group,sixteen,quarter_finals,semi_finals,final,champion
13 June,18:00,Netherlands,NED,B,82.5,2.3138,0.8173,0.1628,0.442,0.140779361295065,0.074321105377761,0.032047396838598,0.009594022874936
13 June,18:00,Nigeria,NGA,F,75.23,1.6678,0.8866,0.0681,0.3172,0.117296984641772,0.039439539676187,0.007997934268077,0.00178916837389
13 June,18:00,Portugal,POR,G,81,2.1386,0.8161,0.1573,0.4794,0.269422564973779,0.110335464902119,0.038130940734965,0.010050732205902
13 June,18:00,Russia,RUS,H,79.01,1.6554,0.6238,0.2968,0.6312,0.234278215297366,0.086035327840425,0.024048501541523,0.005789838268743
13 June,18:00,Switzerland,SUI,E,78.09,1.9841,0.9216,0.1705,0.4403,0.160055504585419,0.064458009896088,0.018781307131423,0.004327699117623
13 June,18:00,Uruguay,URU,D,83.33,2.2379,0.6999,0.3589,0.6432,0.36380517648741,0.128996379529066,0.057848752132032,0.017970403062199
13 June,18:00,USA,USA,G,77.42,2.0473,1.0141,0.093,0.3302,0.163758037173703,0.056850966702172,0.017268852593049,0.003638371303529
13 June,21:00,Algeria,ALG,H,63.41,1.1202,1.1642,0.0597,0.2005,0.037301180400737,0.007881988823233,0.001067161837844,0.000135769777558
13 June,21:00,Argentina,ARG,F,90,2.8542,0.4498,0.7388,0.9272,0.668713937819563,0.466599787953553,0.296976578940205,0.135408018458966
13 June,21:00,Australia,AUS,B,69.47,1.638,1.232,0.0173,0.0773,0.009794100277979,0.002945123565236,0.000681988148104,9.7078492072E-05
13 June,21:00,Belgium,BEL,H,82,2.1387,0.7397,0.5013,0.7761,0.356514302200476,0.150086978970677,0.059504485501492,0.01643719383885
13 June,21:00,Bosnia and Herzegovina,BIH,F,80.32,2.3119,0.9862,0.1539,0.5693,0.266627275758926,0.114355078652623,0.033461590374632,0.009779456636491
13 June,21:00,Brazil,BRA,A,91.64,3.3933,0.559,0.9685,0.998,0.811585755733071,0.702057442719976,0.567927284680543,0.460779343399806
13 June,21:00,Chile,CHI,B,86.71,2.7085,0.7041,0.3422,0.6731,0.315359631061623,0.199736702770587,0.106995629300709,0.040915440812598
13 June,21:00,Ivory Coast,CIV,C,78.89,2.2468,1.0484,0.24,0.5373,0.247963881388637,0.076106600572628,0.028097061603523,0.006847573882168
13 June,21:00,Cameroon,CMR,A,71.33,1.4802,0.9908,0.0006,0.0377,0.01029469621852,0.003517327370456,0.00091111357402,0.000124632540462
13 June,21:00,Colombia,COL,C,85.82,2.1806,0.4532,0.5182,0.7715,0.452637593504761,0.155207590661886,0.075850589140938,0.029607128833703
13 June,21:00,Costa Rica,CRC,D,74.07,1.3226,0.6996,0.0913,0.2643,0.101252924333626,0.020281131222524,0.005865184487387,0.001182347216197
13 June,21:00,Croatia,CRO,A,76.13,1.7849,0.9129,0.0031,0.3744,0.125580649810139,0.051286261121085,0.016253970480313,0.002815197879655
13 June,21:00,Ecuador,ECU,E,80.64,2.0295,0.7689,0.2371,0.5583,0.230319727240792,0.101925713651267,0.034726975687361,0.009394358242509
13 June,21:00,England,ENG,D,83.2,2.2051,0.689,0.34,0.6254,0.347224180485326,0.129937193591605,0.057344387669769,0.017515842688136
13 June,21:00,Spain,ESP,B,89.13,2.6874,0.4467,0.0665,0.3433,0.123889402237641,0.083911488164319,0.049498243025725,0.024889387616931
13 June,21:00,France,FRA,E,86.13,2.4862,0.6189,0.531,0.7965,0.450210150196081,0.243912218650236,0.093303063215531,0.039210580867639
13 June,21:00,Germany,GER,G,88.88,3.194,0.7751,0.6714,0.88,0.682957210042251,0.447954770327402,0.200658538568837,0.111818453039819
13 June,21:00,Ghana,GHA,G,77.22,1.908,0.9282,0.0886,0.3159,0.154361108625313,0.052745572285597,0.016893030669476,0.003512161757027
13 June,21:00,Greece,GRE,C,76.79,1.3365,0.5396,0.1366,0.3928,0.157587441181275,0.045820067373438,0.014714531503237,0.002905194853383
13 June,21:00,Honduras,HON,E,69.6,1.5609,1.162,0.0626,0.1996,0.049068021518944,0.014385111147681,0.003250616693303,0.000463550888683
13 June,21:00,Iran,IRN,F,70.63,1.2971,0.8882,0.0378,0.1878,0.057617114629046,0.015660930761356,0.002671341329363,0.000475524737978
13 June,21:00,Italy,ITA,D,79.51,1.9842,0.8202,0.2033,0.4555,0.217772904332536,0.063106213071711,0.023482905916919,0.005938870936489
13 June,21:00,Japan,JPN,C,73.48,2.1293,1.3485,0.1052,0.2984,0.105814787057453,0.026264897254865,0.007207944991192,0.001167811974438
13 June,21:00,South Korea,KOR,H,72.41,1.69,1.0862,0.145,0.3941,0.105703392619309,0.029660670742175,0.006032788844164,0.001065607738595
13 June,21:00,Mexico,MEX,A,76.93,1.5518,0.6892,0.0278,0.5899,0.201970033872541,0.083722993209678,0.027244123384173,0.004880469710752
13 June,21:00,Netherlands,NED,B,82.5,2.3138,0.8173,0.574,0.9063,0.401525730788537,0.212772775897599,0.091711811863596,0.025345096042774
13 June,21:00,Nigeria,NGA,F,75.23,1.6678,0.8866,0.0695,0.3157,0.116634944679017,0.038704500866015,0.008290675219124,0.001880929539846
13 June,21:00,Portugal,POR,G,81,2.1386,0.8161,0.151,0.4767,0.267459654420084,0.109368457694661,0.040900450843572,0.010725981755746
13 June,21:00,Russia,RUS,H,79.01,1.6554,0.6238,0.294,0.6293,0.233375662273439,0.085862403554984,0.025503577622019,0.006190299172479
13 June,21:00,Switzerland,SUI,E,78.09,1.9841,0.9216,0.1693,0.4456,0.160808828157593,0.06441825676899,0.020266456723687,0.004677910469004
13 June,21:00,Uruguay,URU,D,83.33,2.2379,0.6999,0.3654,0.6548,0.369746287716351,0.143326191432403,0.064185891324436,0.019904384141462
13 June,21:00,USA,USA,G,77.42,2.0473,1.0141,0.089,0.3274,0.1623274894184,0.056477559149541,0.018520006834803,0.003908402057784
14 June,00:00,Algeria,ALG,H,63.41,1.1202,1.1642,0.0555,0.1963,0.036780895058992,0.007677398475572,0.001020113499434,0.00013144804098
14 June,00:00,Argentina,ARG,F,90,2.8542,0.4498,0.7365,0.9229,0.664796448676131,0.463611764557936,0.294145786085739,0.134268940764052
14 June,00:00,Australia,AUS,B,69.47,1.638,1.232,0.0023,0.028,0.002338868676836,0.000696787252544,0.000154974779931,2.5537700391E-05
14 June,00:00,Belgium,BEL,H,82,2.1387,0.7397,0.4882,0.7733,0.352992884740186,0.14909657332427,0.058471171125942,0.016270857229176
14 June,00:00,Bosnia and Herzegovina,BIH,F,80.32,2.3119,0.9862,0.1618,0.5669,0.264722097149243,0.113653245827749,0.033675278504948,0.009753098661943
14 June,00:00,Brazil,BRA,A,91.64,3.3933,0.559,0.9687,0.998,0.809526071815375,0.700023476224802,0.566452864593203,0.459236251410148
14 June,00:00,Chile,CHI,B,86.71,2.7085,0.7041,0.4074,0.7718,0.370268312556236,0.234569690883614,0.125596359801523,0.047685946826532
14 June,00:00,Ivory Coast,CIV,C,78.89,2.2468,1.0484,0.2329,0.5399,0.248678673705927,0.076672869464821,0.02827593444071,0.006874377277919
14 June,00:00,Cameroon,CMR,A,71.33,1.4802,0.9908,0.0017,0.0406,0.010596202167917,0.003574240572196,0.000910329009373,0.000125624687101
14 June,00:00,Colombia,COL,C,85.82,2.1806,0.4532,0.5228,0.7838,0.45942818699435,0.157618202940715,0.077098888107021,0.030056348724907
14 June,00:00,Costa Rica,CRC,D,74.07,1.3226,0.6996,0.0925,0.2607,0.100172060873432,0.020040613788269,0.005826035625585,0.001168511637762
14 June,00:00,Croatia,CRO,A,76.13,1.7849,0.9129,0.0016,0.3714,0.121862190073512,0.049687274372621,0.015845231368468,0.002750102491457
14 June,00:00,Ecuador,ECU,E,80.64,2.0295,0.7689,0.2397,0.5682,0.233393776579798,0.103303005295502,0.034923921157472,0.009487086308756
14 June,00:00,England,ENG,D,83.2,2.2051,0.689,0.3368,0.6331,0.350877439324714,0.129574406849317,0.05702526413735,0.017499015554612
14 June,00:00,Spain,ESP,B,89.13,2.6874,0.4467,0.0533,0.3007,0.106346234828585,0.071885700849707,0.042343640888002,0.021500871731755
14 June,00:00,France,FRA,E,86.13,2.4862,0.6189,0.5369,0.8015,0.455035014880634,0.246013853155826,0.094090614642979,0.039565907075767
14 June,00:00,Germany,GER,G,88.88,3.194,0.7751,0.6706,0.8833,0.684593663677859,0.448062149938048,0.201017254250532,0.111935903665949
14 June,00:00,Ghana,GHA,G,77.22,1.908,0.9282,0.0891,0.316,0.154879091349284,0.053243113856098,0.016926270765174,0.003536351240539
14 June,00:00,Greece,GRE,C,76.79,1.3365,0.5396,0.1405,0.3794,0.152016582287465,0.042583682001699,0.013610225572134,0.002738313387584
14 June,00:00,Honduras,HON,E,69.6,1.5609,1.162,0.0528,0.1834,0.044428920362229,0.013085771557332,0.003040829875745,0.000426953154642
14 June,00:00,Iran,IRN,F,70.63,1.2971,0.8882,0.0326,0.1882,0.056197564212007,0.015170953218345,0.002458131496099,0.000454441704566
14 June,00:00,Italy,ITA,D,79.51,1.9842,0.8202,0.2015,0.4534,0.215544342462408,0.061615691954578,0.022943496243145,0.005853805835686
14 June,00:00,Japan,JPN,C,73.48,2.1293,1.3485,0.1038,0.2969,0.105639052954327,0.026131519907867,0.007247790136863,0.001167890913985
14 June,00:00,South Korea,KOR,H,72.41,1.69,1.0862,0.1476,0.3929,0.105255659759807,0.029588234023322,0.005945628396935,0.001057480534099
14 June,00:00,Mexico,MEX,A,76.93,1.5518,0.6892,0.028,0.59,0.196952471182887,0.081478640478858,0.026443476878122,0.004760306451994
14 June,00:00,Netherlands,NED,B,82.5,2.3138,0.8173,0.537,0.8995,0.382109648698712,0.201910872679034,0.087231507293444,0.024459262071407
14 June,00:00,Nigeria,NGA,F,75.23,1.6678,0.8866,0.0691,0.322,0.119321429185419,0.039854579736677,0.008519420090973,0.001937669604364
14 June,00:00,Portugal,POR,G,81,2.1386,0.8161,0.1537,0.4738,0.265621107795196,0.109082064634083,0.040302365931125,0.010616242495647
14 June,00:00,Russia,RUS,H,79.01,1.6554,0.6238,0.3087,0.6375,0.237601289698803,0.087242911080294,0.026150311870358,0.006295593081855
14 June,00:00,Switzerland,SUI,E,78.09,1.9841,0.9216,0.1706,0.4469,0.162104748954499,0.065299971798067,0.020219380708881,0.004703574874327
14 June,00:00,Uruguay,URU,D,83.33,2.2379,0.6999,0.3692,0.6528,0.367643661397344,0.141936329779359,0.063691008853354,0.019776043096311
14 June,00:00,USA,USA,G,77.42,2.0473,1.0141,0.0866,0.3269,0.162275407919881,0.056014409520873,0.018396493869439,0.003880241763788
14 June,09:30,Algeria,ALG,H,63.36,1.1193,1.1652,0.0604,0.1997,0.03775845197802,0.007717322358714,0.000982365063385,0.000124854059929
14 June,09:30,Argentina,ARG,F,89.99,2.8546,0.45,0.7334,0.9188,0.661272171379302,0.461333113938276,0.282227218735827,0.129629805305257
14 June,09:30,Australia,AUS,B,69,1.6523,1.2717,0.0019,0.0204,0.001616031668109,0.000478827084066,9.9769724871E-05,1.6264455778E-05
14 June,09:30,Belgium,BEL,H,82.01,2.1377,0.7362,0.4794,0.7687,0.350565343910013,0.149484855439893,0.055454857148792,0.015586407446236
14 June,09:30,Bosnia and Herzegovina,BIH,F,80.33,2.3162,0.9857,0.1627,0.5709,0.267381865597073,0.114901367723369,0.033043298280752,0.009543246529026
14 June,09:30,Brazil,BRA,A,91.63,3.391,0.5577,0.9688,0.9979,0.792065194948545,0.685013329767849,0.554284110595882,0.445116225459393
14 June,09:30,Chile,CHI,B,86.68,2.7208,0.7117,0.3028,0.7733,0.31952845908722,0.202162394668306,0.108510841526527,0.043414636930325
14 June,09:30,Ivory Coast,CIV,C,78.84,2.2473,1.0498,0.2303,0.5311,0.244511862104352,0.068445958460714,0.02525227251359,0.006185304817318
14 June,09:30,Cameroon,CMR,A,70.01,1.3521,0.968,0.0005,0.03,0.005977416618686,0.001942724125618,0.000468727385607,6.1396488764E-05
14 June,09:30,Colombia,COL,C,85.81,2.1793,0.4513,0.5216,0.7788,0.458103235385706,0.149996508798241,0.07370905499251,0.028726495151542
14 June,09:30,Costa Rica,CRC,D,74.13,1.3273,0.6977,0.0969,0.267,0.102224149854335,0.019029477676154,0.00550253444235,0.001112629210178
14 June,09:30,Croatia,CRO,A,76.25,1.8066,0.9186,0.0026,0.3833,0.104613107906749,0.043142151798305,0.013813722991892,0.002453873026696
14 June,09:30,Ecuador,ECU,E,80.79,2.0336,0.7584,0.2395,0.5626,0.233417644521594,0.103460027140864,0.033574352972365,0.009272114188084
14 June,09:30,England,ENG,D,83.16,2.2045,0.6895,0.3364,0.6237,0.344991473444188,0.11851281105374,0.052391040423101,0.016121011222902
14 June,09:30,Spain,ESP,B,86.8,2.6166,0.6364,0.0257,0.2491,0.067231021798311,0.041796189682376,0.022175766897456,0.010237142960656
14 June,09:30,France,FRA,E,86.13,2.4875,0.6181,0.53,0.7951,0.450002267674479,0.24468574913566,0.091980860612281,0.038413799887051
14 June,09:30,Germany,GER,G,88.86,3.1981,0.7783,0.6681,0.8772,0.678940391696689,0.445187112828793,0.198415672708218,0.109418813932816
14 June,09:30,Ghana,GHA,G,77.4,1.9047,0.9113,0.0879,0.3153,0.155062847611738,0.053572085348813,0.016258146926764,0.003440882139613
14 June,09:30,Greece,GRE,C,76.83,1.3401,0.5379,0.1424,0.385,0.155569131687236,0.039224435844679,0.012541456692146,0.002560327617273
14 June,09:30,Honduras,HON,E,69.73,1.5687,1.1589,0.0541,0.1954,0.047479634545905,0.01401919371092,0.00303212057088,0.000431007168141
14 June,09:30,Iran,IRN,F,70.6,1.2974,0.8887,0.0351,0.1874,0.056376083251489,0.015346756682059,0.002439820517918,0.000441373663816
14 June,09:30,Italy,ITA,D,79.39,1.9753,0.8202,0.2044,0.4537,0.216211980080694,0.05659888873986,0.020771682255807,0.005315228227069
14 June,09:30,Japan,JPN,C,73.61,2.1362,1.3426,0.1057,0.3051,0.109457572789753,0.024027676571395,0.006627436272108,0.001097137976028
14 June,09:30,South Korea,KOR,H,72.44,1.6916,1.0833,0.1403,0.3859,0.104139675216343,0.029430539685972,0.00558221645875,0.000993058407913
14 June,09:30,Mexico,MEX,A,77.55,1.5331,0.6328,0.0281,0.5888,0.168606090813721,0.071323314818327,0.02373894590208,0.004452920213515
14 June,09:30,Netherlands,NED,B,86.94,2.8146,0.7449,0.6696,0.9572,0.540362677158584,0.34850560957347,0.189935371783572,0.071050205181303
14 June,09:30,Nigeria,NGA,F,75.14,1.6667,0.8891,0.0688,0.3229,0.119720537984389,0.0395662682085,0.008076777703309,0.001826681048904
14 June,09:30,Portugal,POR,G,81.07,2.1479,0.8149,0.1561,0.4741,0.267676773594182,0.110603710764777,0.038787994199594,0.010393110290448
14 June,09:30,Russia,RUS,H,79,1.656,0.623,0.3199,0.6457,0.239588303755139,0.087459725335601,0.025139303171525,0.006058167492589
14 June,09:30,Switzerland,SUI,E,78.06,1.9812,0.9198,0.1764,0.4469,0.164349795045776,0.065747722526169,0.019240116046675,0.004494674196383
14 June,09:30,Uruguay,URU,D,83.23,2.2318,0.7017,0.3623,0.6556,0.368930594653722,0.129799701336911,0.058189628931834,0.018219766026646
14 June,09:30,USA,USA,G,77.47,2.0538,1.0128,0.0879,0.3334,0.166268212237887,0.057484449171599,0.017752515551624,0.00379143927841
14 June,18:00,Algeria,ALG,H,63.36,1.1193,1.1652,0.0605,0.2008,0.037383306138489,0.007780366324619,0.000983321900041,0.000124157564799
14 June,18:00,Argentina,ARG,F,89.99,2.8546,0.45,0.7348,0.9261,0.667895509420578,0.465541736986533,0.284790775739534,0.131336724183037
14 June,18:00,Australia,AUS,B,69,1.6523,1.2717,0.0017,0.0178,0.001360696795091,0.000387113981452,8.2451610726E-05,1.3396050361E-05
14 June,18:00,Belgium,BEL,H,82.01,2.1377,0.7362,0.4946,0.7787,0.355659896806006,0.150205381384861,0.056112289345843,0.015773837496358
14 June,18:00,Bosnia and Herzegovina,BIH,F,80.33,2.3162,0.9857,0.1631,0.5723,0.26845275221828,0.114949348803066,0.033022621056872,0.009581601579548
14 June,18:00,Brazil,BRA,A,91.63,3.391,0.5577,0.9665,0.998,0.791787635324908,0.676946154131806,0.54777134642613,0.439730493580775
14 June,18:00,Chile,CHI,B,86.68,2.7208,0.7117,0.3024,0.7751,0.318360822567516,0.200718800105439,0.107849946856928,0.043194899954621
14 June,18:00,Ivory Coast,CIV,C,78.84,2.2473,1.0498,0.1765,0.5615,0.258160567735618,0.078911222984808,0.02908366527396,0.006837866736789
14 June,18:00,Cameroon,CMR,A,70.01,1.3521,0.968,0.0008,0.0317,0.006274528306278,0.002037630358431,0.000492328591291,6.4438970079E-05
14 June,18:00,Colombia,COL,C,85.81,2.1793,0.4513,0.7313,0.9375,0.551719053687868,0.165235936005593,0.080773810147694,0.033303425408018
14 June,18:00,Costa Rica,CRC,D,74.13,1.3273,0.6977,0.0949,0.2627,0.096132024615035,0.018320640359521,0.00530702516483,0.001055899547211
14 June,18:00,Croatia,CRO,A,76.25,1.8066,0.9186,0.0028,0.3814,0.103994654406579,0.043042344151247,0.013693162446886,0.002441053823921
14 June,18:00,Ecuador,ECU,E,80.79,2.0336,0.7584,0.2484,0.563,0.234715854680692,0.103772888774276,0.033526850816918,0.009297646520363
14 June,18:00,England,ENG,D,83.16,2.2045,0.6895,0.3467,0.6325,0.342460275448995,0.119746959584041,0.052709022517984,0.016112928607952
14 June,18:00,Spain,ESP,B,86.8,2.6166,0.6364,0.0247,0.248,0.066676508214122,0.040559680800592,0.021621512426909,0.009954881575605
14 June,18:00,France,FRA,E,86.13,2.4875,0.6181,0.5214,0.7896,0.447316650987302,0.24263952825014,0.091721515714973,0.038233781368489
14 June,18:00,Germany,GER,G,88.86,3.1981,0.7783,0.6671,0.8794,0.681767675631685,0.446897388820407,0.200120351360113,0.1101509188919
14 June,18:00,Ghana,GHA,G,77.4,1.9047,0.9113,0.0824,0.3108,0.152338104194489,0.05191435059626,0.015872866815519,0.003361386933248
14 June,18:00,Greece,GRE,C,76.83,1.3401,0.5379,0.0199,0.1866,0.074538393375153,0.022935388234137,0.007289772919523,0.00136048236464
14 June,18:00,Honduras,HON,E,69.73,1.5687,1.1589,0.0572,0.2015,0.048526871021689,0.014153276805787,0.003014308487648,0.000436217716528
14 June,18:00,Iran,IRN,F,70.6,1.2974,0.8887,0.0355,0.1959,0.059004787344786,0.015831180317173,0.002473817217283,0.00045208824533
14 June,18:00,Italy,ITA,D,79.39,1.9753,0.8202,0.2019,0.4528,0.207623873517644,0.055380437941411,0.020369924561831,0.005171701584096
14 June,18:00,Japan,JPN,C,73.61,2.1362,1.3426,0.0723,0.3144,0.11247672610252,0.026988777335301,0.007501742439723,0.001192184180413
14 June,18:00,South Korea,KOR,H,72.44,1.6916,1.0833,0.1493,0.3937,0.105180186603041,0.029397962690187,0.005674406439492,0.001003690929009
14 June,18:00,Mexico,MEX,A,77.55,1.5331,0.6328,0.0299,0.5889,0.1686089001155,0.071754466411227,0.023828976369959,0.004494649957674
14 June,18:00,Netherlands,NED,B,86.94,2.8146,0.7449,0.6712,0.9591,0.54293625426993,0.350099292875127,0.189915835168848,0.071144557672735
14 June,18:00,Nigeria,NGA,F,75.14,1.6667,0.8891,0.0666,0.3057,0.112733023224745,0.037479597258895,0.007648024441233,0.001728196001329
14 June,18:00,Portugal,POR,G,81.07,2.1479,0.8149,0.1573,0.4833,0.272078081051871,0.11206770439934,0.039522059828872,0.010585280264188
14 June,18:00,Russia,RUS,H,79,1.656,0.623,0.2956,0.6268,0.232749515182202,0.085694376680162,0.02418353576706,0.005913757628505
14 June,18:00,Switzerland,SUI,E,78.06,1.9812,0.9198,0.173,0.4459,0.161354551101935,0.064845415250417,0.019026045794063,0.004463204386504
14 June,18:00,Uruguay,URU,D,83.23,2.2318,0.7017,0.3565,0.652,0.356889085517208,0.126935154739877,0.056732900688813,0.017738498561604
14 June,18:00,USA,USA,G,77.47,2.0538,1.0128,0.0932,0.3265,0.162843234392228,0.056829496657855,0.017283785662499,0.003746151714368
14 June,21:00,Algeria,ALG,H,63.36,1.1193,1.1652,0.0605,0.1977,0.037178679088309,0.007769165781341,0.001001698124871,0.000126492522173
14 June,21:00,Argentina,ARG,F,89.99,2.8546,0.45,0.7405,0.9238,0.665799734366684,0.463683184363032,0.28571422908202,0.131411937439466
14 June,21:00,Australia,AUS,B,69,1.6523,1.2717,0.0026,0.0204,0.001938295656431,0.00057150978909,0.000133508795974,1.9199757287E-05
14 June,21:00,Belgium,BEL,H,82.01,2.1377,0.7362,0.4959,0.7868,0.359984631754447,0.151916268233057,0.057103622910106,0.01607843621627
14 June,21:00,Bosnia and Herzegovina,BIH,F,80.33,2.3162,0.9857,0.1601,0.569,0.265511126906161,0.114333391019942,0.032893694314675,0.009580999920542
14 June,21:00,Brazil,BRA,A,91.63,3.391,0.5577,0.9669,0.9983,0.7921829118753,0.680168651564631,0.551062885376493,0.442483152077671
14 June,21:00,Chile,CHI,B,86.68,2.7208,0.7117,0.3083,0.7741,0.321584037630187,0.207535920342898,0.111282211045364,0.044378718269478
14 June,21:00,Ivory Coast,CIV,C,78.84,2.2473,1.0498,0.1698,0.5593,0.279051899806629,0.086649017667071,0.031764900930203,0.00742641271273
14 June,21:00,Cameroon,CMR,A,70.01,1.3521,0.968,0.0006,0.0334,0.006618585990913,0.002302485394637,0.000563660315661,7.3269336412E-05
14 June,21:00,Colombia,COL,C,85.81,2.1793,0.4513,0.738,0.9431,0.58231260865945,0.174872772541918,0.085788954086843,0.035300172800504
14 June,21:00,Costa Rica,CRC,D,74.13,1.3273,0.6977,0.3383,0.6699,0.251019045084876,0.054637708789357,0.015836016317321,0.00295866685669
14 June,21:00,Croatia,CRO,A,76.25,1.8066,0.9186,0.0023,0.3842,0.104936913050843,0.045809013279746,0.014640784891785,0.002605464747709
14 June,21:00,Ecuador,ECU,E,80.79,2.0336,0.7584,0.2378,0.5605,0.232247928934214,0.103029925573513,0.033986585050344,0.009360354997589
14 June,21:00,England,ENG,D,83.16,2.2045,0.6895,0.3586,0.616,0.334295559372747,0.119695634628552,0.052542726722639,0.015870824545658
14 June,21:00,Spain,ESP,B,86.8,2.6166,0.6364,0.0256,0.2469,0.06644891067592,0.041228068613974,0.02196293438854,0.01009390130355
14 June,21:00,France,FRA,E,86.13,2.4875,0.6181,0.5353,0.8046,0.458273892075753,0.249733494301043,0.09424009393256,0.039371019782929
14 June,21:00,Germany,GER,G,88.86,3.1981,0.7783,0.651,0.8706,0.673851050961489,0.441098501394971,0.198740156292155,0.108994161436987
