date,time,country,country_code,group_letter,spi,spi_offense,spi_defense,group,sixteen,quarter_finals,semi_finals,final,champion
19 June,21:00,Iran,IRN,F,70.82,1.1909,0.7937,0.0214,0.1995,0.053909341012767,0.01262328922587,0.002078665903066,0.000401615166573
19 June,21:00,Italy,ITA,D,80.15,2.0347,0.8101,0.465,0.7402,0.342444247798004,0.112290431748964,0.041130617094978,0.01059359221449
19 June,21:00,Japan,JPN,C,73.09,2.068,1.3316,0.0098,0.098,0.038354933979705,0.009562181014744,0.002478086117013,0.000388929599063
19 June,21:00,South Korea,KOR,H,72.49,1.6878,1.0807,0.1231,0.4032,0.095128243833864,0.025204664803249,0.00506364192337,0.000939091838373
19 June,21:00,Mexico,MEX,A,78.41,1.4717,0.5341,0.0404,0.6194,0.183508384931075,0.085723383187317,0.028307859310284,0.005929776536101
19 June,21:00,Netherlands,NED,B,86.15,2.7997,0.8136,0.5993,1,0.492925175986882,0.317548423382409,0.162041088449767,0.062184679510136
19 June,21:00,Nigeria,NGA,F,74.86,1.548,0.822,0.0358,0.2694,0.087164305433391,0.024961214954681,0.005197982707744,0.001216842766396
19 June,21:00,Portugal,POR,G,79.1,2.0823,0.9194,0.011,0.2343,0.117147099561979,0.038643467569804,0.015176157890021,0.003514412422333
19 June,21:00,Russia,RUS,H,78.33,1.6132,0.6413,0.2058,0.5634,0.181672445854857,0.061992716508288,0.017268635973236,0.004347688722124
19 June,21:00,Switzerland,SUI,E,79.54,2.0858,0.8897,0.2782,0.8071,0.295357222056501,0.120656395498449,0.040653501436151,0.010676240327627
19 June,21:00,Uruguay,URU,D,80.9,2.1952,0.8632,0.1456,0.4494,0.193969025717695,0.056647508199831,0.021824403762639,0.00668829018455
19 June,21:00,USA,USA,G,78.46,2.1014,0.9798,0.123,0.6793,0.337284755167512,0.112118117598433,0.039201429197538,0.009060677729932
20 June,00:00,Algeria,ALG,H,64.3,1.1801,1.1672,0.0217,0.1586,0.023177660771138,0.004881756114467,0.000606948115912,8.8754277789E-05
20 June,00:00,Argentina,ARG,F,89.89,2.8248,0.4457,0.905,0.9822,0.69805828852777,0.497423122101919,0.318698768763173,0.148921267223212
20 June,00:00,Australia,AUS,B,70.15,1.7855,1.3089,0,0,0,0,0,0
20 June,00:00,Belgium,BEL,H,81.88,2.1496,0.7576,0.6577,0.8761,0.417748609766226,0.160815052881811,0.066165264521403,0.018671922696224
20 June,00:00,Bosnia and Herzegovina,BIH,F,80.62,2.3309,0.9766,0.0404,0.5473,0.231705012379867,0.085791347796427,0.022963069606349,0.007799830205726
20 June,00:00,Brazil,BRA,A,91.09,3.1909,0.516,0.9147,0.9947,0.751267722957209,0.603693971064252,0.45864000244126,0.355277145762385
20 June,00:00,Chile,CHI,B,87.82,2.7509,0.6228,0.4017,1,0.449610128294513,0.29491982623617,0.160377043220416,0.071075448751948
20 June,00:00,Ivory Coast,CIV,C,79.13,2.2127,1.0084,0.0127,0.7303,0.370904646820847,0.13529968804344,0.048836962335756,0.011373467771834
20 June,00:00,Cameroon,CMR,A,69.44,1.4901,1.1177,0,0,0,0,0,0
20 June,00:00,Colombia,COL,C,87.7,2.3934,0.4145,0.9873,1,0.669865156298407,0.218901327395635,0.110938387779221,0.05614267843224
20 June,00:00,Costa Rica,CRC,D,77.52,1.5925,0.6815,0.3893,0.7823,0.30390935233752,0.081107526709973,0.025865553440673,0.005917583252923
20 June,00:00,Croatia,CRO,A,79.64,2.0406,0.8511,0.0401,0.386,0.12564233760307,0.06291216014616,0.022710942013082,0.005254143540252
20 June,00:00,Ecuador,ECU,E,79.95,1.9863,0.7908,0.0356,0.2065,0.067921848139264,0.03027262336179,0.011380925539579,0.002889963674165
20 June,00:00,England,ENG,D,82.23,2.1691,0.7432,0,0.0348,0.01332331455851,0.002958141570253,0.001157861761284,0.000454207509236
20 June,00:00,Spain,ESP,B,85.72,2.478,0.6526,0,0,0,0,0,0
20 June,00:00,France,FRA,E,86.9,2.5366,0.5805,0.6828,0.9146,0.555323164350654,0.283713955375378,0.114176317706463,0.052400358969267
20 June,00:00,Germany,GER,G,89.42,3.2403,0.7437,0.8628,0.9779,0.780992990684355,0.523310910820083,0.246621304159999,0.146053856439713
20 June,00:00,Ghana,GHA,G,76.29,1.8443,0.9469,0.0082,0.1108,0.049449202022399,0.014227097031239,0.004822185723493,0.000957936420188
20 June,00:00,Greece,GRE,C,74.26,1.2973,0.6702,0,0.2276,0.09353377560451,0.026553658843663,0.007371875257482,0.001261539180772
20 June,00:00,Honduras,HON,E,68.18,1.5087,1.2107,0.0056,0.0684,0.01151521267765,0.003343368372675,0.000796667836281,0.000102284725702
20 June,00:00,Iran,IRN,F,70.82,1.1909,0.7937,0.0207,0.1927,0.051695230833647,0.012098771190776,0.001996002471082,0.000385795719305
20 June,00:00,Italy,ITA,D,80.15,2.0347,0.8101,0.4611,0.7367,0.339891755775346,0.111517882916613,0.040915257099544,0.010528059991765
20 June,00:00,Japan,JPN,C,73.09,2.068,1.3316,0,0.0421,0.016423311204373,0.004340302985856,0.001127319896262,0.000172410312058
20 June,00:00,South Korea,KOR,H,72.49,1.6878,1.0807,0.128,0.4123,0.097669907433158,0.025848187357784,0.005218932909619,0.000964346401263
20 June,00:00,Mexico,MEX,A,78.41,1.4717,0.5341,0.0452,0.6193,0.183165853013789,0.085463110774515,0.028250546272506,0.005917536311278
20 June,00:00,Netherlands,NED,B,86.15,2.7997,0.8136,0.5983,1,0.490313958131399,0.315867493232421,0.161175045323294,0.061929657171098
20 June,00:00,Nigeria,NGA,F,74.86,1.548,0.822,0.0339,0.2778,0.089310933027886,0.025334918781069,0.005213991536077,0.001230450314165
20 June,00:00,Portugal,POR,G,79.1,2.0823,0.9194,0.0109,0.235,0.11743283261904,0.038654584370085,0.015146261311123,0.003517857427765
20 June,00:00,Russia,RUS,H,78.33,1.6132,0.6413,0.1926,0.553,0.177162186203962,0.060772578320853,0.016790373805651,0.004248921111477
20 June,00:00,Switzerland,SUI,E,79.54,2.0858,0.8897,0.276,0.8105,0.294470310063246,0.121549524614672,0.041126799192739,0.010757743079142
20 June,00:00,Uruguay,URU,D,80.9,2.1952,0.8632,0.1496,0.4462,0.192148687400466,0.056464910081108,0.021812816010003,0.00665547387846
20 June,00:00,USA,USA,G,78.46,2.1014,0.9798,0.1181,0.6763,0.336366610499802,0.11196220150893,0.039096573950261,0.00904935944865
20 June,09:45,Algeria,ALG,H,64.25,1.1759,1.1674,0.0236,0.1623,0.023645059689998,0.004990941220779,0.000628258032039,9.0628287195E-05
20 June,09:45,Argentina,ARG,F,89.91,2.8255,0.4452,0.9045,0.9818,0.698411285240104,0.498968071009831,0.320476356837976,0.149736734183571
20 June,09:45,Australia,AUS,B,70.13,1.7862,1.3112,0,0,0,0,0,0
20 June,09:45,Belgium,BEL,H,81.82,2.1461,0.7596,0.642,0.8648,0.411528301422294,0.158234828872328,0.064644378308491,0.018235238147817
20 June,09:45,Bosnia and Herzegovina,BIH,F,80.59,2.331,0.9799,0.0398,0.5418,0.228291029280808,0.083769573874603,0.022255577726515,0.007599615249469
20 June,09:45,Brazil,BRA,A,91.09,3.1914,0.5169,0.9206,0.9937,0.751625230199646,0.604612226481119,0.458989170940008,0.355663925524123
20 June,09:45,Chile,CHI,B,87.77,2.7346,0.6173,0.4062,1,0.448935876761193,0.293438327364157,0.159130314253643,0.07018745168203
20 June,09:45,Ivory Coast,CIV,C,79.49,2.2615,1.0159,0.0111,0.7408,0.381962449151415,0.143067668011507,0.052564472634396,0.012517950948151
20 June,09:45,Cameroon,CMR,A,69.44,1.4899,1.1181,0,0,0,0,0,0
20 June,09:45,Colombia,COL,C,87.5,2.4207,0.4508,0.9889,1,0.664328949922692,0.214301784485206,0.107789781027387,0.054455438182037
20 June,09:45,Costa Rica,CRC,D,77.52,1.5984,0.6861,0.3989,0.7735,0.300618825682708,0.081155101654328,0.025937631073452,0.00590778167619
20 June,09:45,Croatia,CRO,A,79.63,2.0389,0.8511,0.0368,0.3955,0.128937545771358,0.064169817587742,0.023091441851929,0.005345930779088
20 June,09:45,Ecuador,ECU,E,79.93,1.9872,0.7934,0.0374,0.2028,0.06674834694734,0.029815114714796,0.011178319823574,0.002836639519985
20 June,09:45,England,ENG,D,81.52,2.1296,0.7722,0,0.0343,0.012701264166529,0.002778416778625,0.001024146797597,0.000386165153215
20 June,09:45,Spain,ESP,B,85.72,2.4782,0.653,0,0,0,0,0,0
20 June,09:45,France,FRA,E,86.89,2.5361,0.5808,0.681,0.9176,0.55781157358499,0.285514840827294,0.11524104941672,0.052813060499374
20 June,09:45,Germany,GER,G,89.41,3.2374,0.7435,0.8707,0.9814,0.784616145283725,0.526358406230596,0.247543700601057,0.146772179090509
20 June,09:45,Ghana,GHA,G,76.28,1.8448,0.9487,0.0064,0.1019,0.045927237558163,0.013137087407737,0.004491224771293,0.00088646011665
20 June,09:45,Greece,GRE,C,74.23,1.183,0.5846,0,0.216,0.08801054303202,0.02504076630566,0.006965510794796,0.001188747960763
20 June,09:45,Honduras,HON,E,68.14,1.506,1.2117,0.0053,0.0705,0.011684559001014,0.003427091008414,0.000826488292923,0.000104975308518
20 June,09:45,Iran,IRN,F,70.83,1.1912,0.7941,0.0195,0.2002,0.053166499194438,0.012145174333796,0.001983956255053,0.000388458617131
20 June,09:45,Italy,ITA,D,80.06,2.0297,0.813,0.4552,0.7367,0.336272893964868,0.109342623940326,0.039918929854833,0.010268475809948
20 June,09:45,Japan,JPN,C,73.26,1.9584,1.2372,0,0.0432,0.01696908802726,0.004546032026586,0.001188654659909,0.000183179131671
20 June,09:45,South Korea,KOR,H,72.53,1.6905,1.0807,0.1308,0.4149,0.097405785944679,0.025612314004677,0.005263835895742,0.000971356127491
20 June,09:45,Mexico,MEX,A,78.38,1.4687,0.5347,0.0426,0.6108,0.181110951573453,0.083970736588486,0.027751664682239,0.005804204693249
20 June,09:45,Netherlands,NED,B,86.13,2.7973,0.8149,0.5938,1,0.489390395694333,0.313803258876436,0.159637359672111,0.061329987241031
20 June,09:45,Nigeria,NGA,F,74.87,1.5464,0.8209,0.0362,0.2762,0.089702383892617,0.025636411055432,0.005347740296217,0.001252718756061
20 June,09:45,Portugal,POR,G,79.07,2.0819,0.9218,0.0094,0.2377,0.118721769235855,0.038816274976554,0.01530863367612,0.003543518722071
20 June,09:45,Russia,RUS,H,78.34,1.6128,0.6409,0.2036,0.558,0.180378268737487,0.061399193808415,0.017163324208336,0.004320028800731
20 June,09:45,Switzerland,SUI,E,79.55,2.0841,0.8886,0.2763,0.8091,0.294184322858585,0.120530637442515,0.040826990280262,0.010705373513454
20 June,09:45,Uruguay,URU,D,81.42,2.231,0.8484,0.1459,0.4555,0.199135986052566,0.059773239899779,0.02359024102425,0.007455970548469
20 June,09:45,USA,USA,G,78.44,2.1002,0.9802,0.1135,0.679,0.337777432127865,0.111644039212229,0.039240846311127,0.009047805730005
20 June,18:00,Algeria,ALG,H,64.25,1.1759,1.1674,0.0232,0.1543,0.022835907167855,0.00476904973308,0.000602637972346,8.7679587371E-05
20 June,18:00,Argentina,ARG,F,89.91,2.8255,0.4452,0.9061,0.9808,0.69659633088281,0.497148248736334,0.320315610539402,0.149828002006455
20 June,18:00,Australia,AUS,B,70.13,1.7862,1.3112,0,0,0,0,0,0
20 June,18:00,Belgium,BEL,H,81.82,2.1461,0.7596,0.6428,0.8682,0.412875355072011,0.158629813122804,0.065261159709122,0.018441197075277
20 June,18:00,Bosnia and Herzegovina,BIH,F,80.59,2.331,0.9799,0.0353,0.5451,0.230277902130814,0.08466073728894,0.022481683239052,0.007695674154236
20 June,18:00,Brazil,BRA,A,91.09,3.1914,0.5169,0.9171,0.994,0.751520982803731,0.604763552461688,0.45952712524834,0.356142621157298
20 June,18:00,Chile,CHI,B,87.77,2.7346,0.6173,0.4,1,0.444360714302379,0.293034407765183,0.158846734523431,0.070287490757
20 June,18:00,Ivory Coast,CIV,C,79.49,2.2615,1.0159,0.0108,0.7372,0.400616923401478,0.149401721258041,0.055005484555236,0.013142660705766
20 June,18:00,Cameroon,CMR,A,69.44,1.4899,1.1181,0,0,0,0,0,0
20 June,18:00,Colombia,COL,C,87.5,2.4207,0.4508,0.9892,1,0.653888603817334,0.211712155267628,0.106617842780913,0.053793908912468
20 June,18:00,Costa Rica,CRC,D,77.52,1.5984,0.6861,0.8777,1,0.45324521510871,0.144852682593008,0.046959530031219,0.009867884554179
20 June,18:00,Croatia,CRO,A,79.63,2.0389,0.8511,0.0377,0.3894,0.127151931937598,0.064963246255238,0.023454511687896,0.005434334595609
20 June,18:00,Ecuador,ECU,E,79.93,1.9872,0.7934,0.0365,0.2089,0.068355499565024,0.030453448411651,0.011559482647284,0.00293541632814
20 June,18:00,England,ENG,D,81.52,2.1296,0.7722,0,0,0,0,0,0
20 June,18:00,Spain,ESP,B,85.72,2.4782,0.653,0,0,0,0,0,0
20 June,18:00,France,FRA,E,86.89,2.5361,0.5808,0.6808,0.917,0.556064568591515,0.284882826031245,0.115400707298756,0.052863873267941
20 June,18:00,Germany,GER,G,89.41,3.2374,0.7435,0.8664,0.9797,0.782070379378853,0.524242307058875,0.247077083282266,0.146447588058498
20 June,18:00,Ghana,GHA,G,76.28,1.8448,0.9487,0.0074,0.105,0.047158915296495,0.013596674956109,0.004613237309204,0.000920365880884
20 June,18:00,Greece,GRE,C,74.23,1.183,0.5846,0,0.2233,0.097054073891253,0.027821489702483,0.007722646799765,0.001315974867433
20 June,18:00,Honduras,HON,E,68.14,1.506,1.2117,0.006,0.0672,0.01163523555305,0.003413755162707,0.000828664979235,0.000105957304965
20 June,18:00,Iran,IRN,F,70.83,1.1912,0.7941,0.023,0.1952,0.052593960205751,0.012357571717041,0.00208598523878,0.00040005950373
20 June,18:00,Italy,ITA,D,80.06,2.0297,0.813,0.0627,0.6084,0.219303080240191,0.048465443441074,0.017122653411957,0.005486093908577
20 June,18:00,Japan,JPN,C,73.26,1.9584,1.2372,0,0.0395,0.016644800542748,0.004520828153212,0.001187025245443,0.000182559298926
20 June,18:00,South Korea,KOR,H,72.53,1.6905,1.0807,0.1249,0.4103,0.095962976732323,0.025390392562109,0.005196489898874,0.000964628540991
20 June,18:00,Mexico,MEX,A,78.38,1.4687,0.5347,0.0452,0.6166,0.182952447295162,0.087119179724082,0.028767746772281,0.006024091855846
20 June,18:00,Netherlands,NED,B,86.13,2.7973,0.8149,0.6,1,0.494013923661116,0.32178839582544,0.16401886295577,0.062846972493163
20 June,18:00,Nigeria,NGA,F,74.87,1.5464,0.8209,0.0356,0.2789,0.090088780845662,0.025725508078951,0.005368811319056,0.001262649390868
20 June,18:00,Portugal,POR,G,79.07,2.0819,0.9218,0.0087,0.2234,0.111907770973041,0.036955895436089,0.01461064560803,0.003390986903728
20 June,18:00,Russia,RUS,H,78.34,1.6128,0.6409,0.2091,0.5672,0.183582011103681,0.063003102207562,0.017739585016368,0.004456106612666
20 June,18:00,Switzerland,SUI,E,79.55,2.0841,0.8886,0.2767,0.8069,0.29438772222527,0.121056815432626,0.04112396530264,0.010802845164377
20 June,18:00,Uruguay,URU,D,81.42,2.231,0.8484,0.0596,0.3916,0.159247302998357,0.041556897552906,0.016157161354577,0.005560221524622
20 June,18:00,USA,USA,G,78.44,2.1002,0.9802,0.1175,0.6919,0.343606684275809,0.113713854063873,0.040346925272739,0.009312155588988
20 June,21:00,Algeria,ALG,H,64.25,1.1759,1.1674,0.0232,0.1604,0.023128830438246,0.004448543135531,0.000582508529558,8.3393646164E-05
20 June,21:00,Argentina,ARG,F,89.91,2.8255,0.4452,0.9048,0.9836,0.728970292180501,0.520977355630789,0.336042559528467,0.156884703093599
20 June,21:00,Australia,AUS,B,70.13,1.7862,1.3112,0,0,0,0,0,0
20 June,21:00,Belgium,BEL,H,81.82,2.1461,0.7596,0.652,0.8701,0.414402421539728,0.159263879393432,0.066182618837866,0.018538681528129
20 June,21:00,Bosnia and Herzegovina,BIH,F,80.59,2.331,0.9799,0.0381,0.5486,0.207386325221772,0.07669224551236,0.020730335128453,0.007014809408117
20 June,21:00,Brazil,BRA,A,91.09,3.1914,0.5169,0.913,0.993,0.751137661316096,0.604762382010199,0.455936173435561,0.35337724797672
20 June,21:00,Chile,CHI,B,87.77,2.7346,0.6173,0.4032,1,0.449670625947163,0.296483744450777,0.160402407844753,0.070590648217525
20 June,21:00,Ivory Coast,CIV,C,79.49,2.2615,1.0159,0.0136,0.7437,0.404001513662431,0.150415495112739,0.055952084485426,0.013312948955011
20 June,21:00,Cameroon,CMR,A,69.44,1.4899,1.1181,0,0,0,0,0,0
20 June,21:00,Colombia,COL,C,87.5,2.4207,0.4508,0.9864,1,0.653945191914021,0.2125652594789,0.105049227803878,0.052925306616604
20 June,21:00,Costa Rica,CRC,D,77.52,1.5984,0.6861,0.877,1,0.452074806470038,0.144070877583624,0.047091439666989,0.00985886758119
20 June,21:00,Croatia,CRO,A,79.63,2.0389,0.8511,0.039,0.4011,0.130779471856502,0.066753857703682,0.024182657763956,0.005589441009655
20 June,21:00,Ecuador,ECU,E,79.93,1.9872,0.7934,0.0104,0.246,0.072779661686506,0.034507683382796,0.014001974502685,0.003398836077798
20 June,21:00,England,ENG,D,81.52,2.1296,0.7722,0,0,0,0,0,0
20 June,21:00,Spain,ESP,B,85.72,2.4782,0.653,0,0,0,0,0,0
20 June,21:00,France,FRA,E,86.89,2.5361,0.5808,0.9892,0.9999,0.663957643160816,0.321656403930504,0.115753107592807,0.057467780572742
20 June,21:00,Germany,GER,G,89.41,3.2374,0.7435,0.8682,0.9823,0.784827397270634,0.505181304189792,0.238613669357825,0.141352890485526
20 June,21:00,Ghana,GHA,G,76.28,1.8448,0.9487,0.0049,0.1034,0.046067289942881,0.013411515750879,0.004619307683218,0.000910624837535
20 June,21:00,Greece,GRE,C,74.23,1.183,0.5846,0,0.2096,0.091057377342489,0.025889682928221,0.007236594553583,0.001233235262625
20 June,21:00,Honduras,HON,E,68.14,1.506,1.2117,0,0.099,0.015519344002036,0.004895751777302,0.001237861115839,0.000153368958942
20 June,21:00,Iran,IRN,F,70.83,1.1912,0.7941,0.0223,0.1998,0.046938663211291,0.011193873281768,0.001907926317125,0.000362231820514
20 June,21:00,Italy,ITA,D,80.06,2.0297,0.813,0.0618,0.6042,0.218114510652567,0.048323860924281,0.016693611374103,0.005334374687726
20 June,21:00,Japan,JPN,C,73.26,1.9584,1.2372,0,0.0467,0.019635818158276,0.005292022111419,0.001386891180085,0.000213064190702
20 June,21:00,South Korea,KOR,H,72.53,1.6905,1.0807,0.1263,0.4093,0.096508844101223,0.024373989543482,0.005088236270568,0.000929751659007
20 June,21:00,Mexico,MEX,A,78.38,1.4687,0.5347,0.048,0.6059,0.179602236491241,0.085267512245655,0.028437818293097,0.005931468712131
20 June,21:00,Netherlands,NED,B,86.13,2.7973,0.8149,0.5968,1,0.488810004388978,0.318028018214003,0.16222484704371,0.062204214417806
20 June,21:00,Nigeria,NGA,F,74.87,1.5464,0.8209,0.0348,0.268,0.077312451973385,0.022331651068992,0.00484453628516,0.001108245094985
20 June,21:00,Portugal,POR,G,79.07,2.0819,0.9218,0.011,0.2361,0.118171300570306,0.039537951365411,0.015656267958082,0.003615739055143
20 June,21:00,Russia,RUS,H,78.34,1.6128,0.6409,0.1985,0.5602,0.179885039054197,0.059545111795584,0.016886415652969,0.004218337910818
20 June,21:00,Switzerland,SUI,E,79.55,2.0841,0.8886,0.0004,0.6551,0.187135618563605,0.090268542884277,0.03717547338101,0.008692065009419
20 June,21:00,Uruguay,URU,D,81.42,2.231,0.8484,0.0612,0.3958,0.161170781800249,0.042147287236489,0.016189189600317,0.005552502455602
20 June,21:00,USA,USA,G,78.44,2.1002,0.9802,0.1159,0.6782,0.33700887708285,0.111714197357099,0.039894258812885,0.009145220758263
21 June,00:00,Algeria,ALG,H,64.25,1.1759,1.1674,0.0208,0.1612,0.023822225564571,0.0046420464694,0.000592933348165,8.5072360298E-05
21 June,00:00,Argentina,ARG,F,89.91,2.8255,0.4452,0.9052,0.984,0.719888193478627,0.513814810737178,0.33147680419914,0.154742830446819
21 June,00:00,Australia,AUS,B,70.13,1.7862,1.3112,0,0,0,0,0,0
21 June,00:00,Belgium,BEL,H,81.82,2.1461,0.7596,0.6544,0.8665,0.414125292809248,0.159179303798644,0.066443325907681,0.018571782757338
21 June,00:00,Bosnia and Herzegovina,BIH,F,80.59,2.331,0.9799,0.0372,0.5445,0.204790601211718,0.076074350787074,0.020498952092898,0.006959851041733
21 June,00:00,Brazil,BRA,A,91.09,3.1914,0.5169,0.92,0.9954,0.752706620567035,0.605588341211518,0.456774958488082,0.354388160028907
21 June,00:00,Chile,CHI,B,87.77,2.7346,0.6173,0.3974,1,0.445662610716725,0.293890603221623,0.159126969016228,0.070203351101303
21 June,00:00,Ivory Coast,CIV,C,79.49,2.2615,1.0159,0.0129,0.7494,0.406801682807295,0.152064699131503,0.056571300933451,0.013439692710298
21 June,00:00,Cameroon,CMR,A,69.44,1.4899,1.1181,0,0,0,0,0,0
21 June,00:00,Colombia,COL,C,87.5,2.4207,0.4508,0.9871,1,0.653977246340077,0.211188125680986,0.104492013744209,0.052890321846411
21 June,00:00,Costa Rica,CRC,D,77.52,1.5984,0.6861,0.8753,1,0.451403600167022,0.144139825903059,0.04725837597717,0.009882227261625
21 June,00:00,Croatia,CRO,A,79.63,2.0389,0.8511,0.0401,0.3956,0.129102758690642,0.065723788540646,0.023988080599226,0.005528494441971
21 June,00:00,Ecuador,ECU,E,79.93,1.9872,0.7934,0.0052,0.3843,0.112807698872174,0.054542986989533,0.022649989569531,0.005424000820114
21 June,00:00,England,ENG,D,81.52,2.1296,0.7722,0,0,0,0,0,0
21 June,00:00,Spain,ESP,B,85.72,2.4782,0.653,0,0,0,0,0,0
21 June,00:00,France,FRA,E,86.89,2.5361,0.5808,0.994,0.9994,0.665198423966258,0.323177620218612,0.115555967037256,0.057683207086759
21 June,00:00,Germany,GER,G,89.41,3.2374,0.7435,0.8599,0.9785,0.782265074850978,0.503062936429486,0.237878978773379,0.140985288896357
21 June,00:00,Ghana,GHA,G,76.28,1.8448,0.9487,0.0064,0.1106,0.049429436958193,0.014443910386641,0.004991540030426,0.000983750552676
21 June,00:00,Greece,GRE,C,74.23,1.183,0.5846,0,0.2093,0.091095166341826,0.026092445743608,0.007359553867938,0.001249146660718
21 June,00:00,Honduras,HON,E,68.14,1.506,1.2117,0,0.0156,0.002432526982666,0.000734629689273,0.00018779119298,2.3064435524E-05
21 June,00:00,Iran,IRN,F,70.83,1.1912,0.7941,0.0214,0.2008,0.046550358971309,0.011082094753769,0.001889200670292,0.00035941093833
21 June,00:00,Italy,ITA,D,80.06,2.0297,0.813,0.0628,0.6024,0.217710500748267,0.048184156766244,0.016663007547241,0.005335888838292
21 June,00:00,Japan,JPN,C,73.26,1.9584,1.2372,0,0.0413,0.017369024148292,0.004648681410656,0.00122902405135,0.000189541010474
21 June,00:00,South Korea,KOR,H,72.53,1.6905,1.0807,0.1233,0.4119,0.096494811533901,0.024301739732359,0.00501814625436,0.000926273030152
21 June,00:00,Mexico,MEX,A,78.38,1.4687,0.5347,0.0399,0.609,0.180654522823442,0.086135301822886,0.02871484839285,0.005987791925262
21 June,00:00,Netherlands,NED,B,86.13,2.7973,0.8149,0.6026,1,0.491873487202138,0.32018487646384,0.163751799148315,0.06265510240287
21 June,00:00,Nigeria,NGA,F,74.87,1.5464,0.8209,0.0362,0.2707,0.077628599563765,0.022474913266808,0.004848223145595,0.001115721275687
21 June,00:00,Portugal,POR,G,79.07,2.0819,0.9218,0.0101,0.2315,0.115652535343067,0.038730146787384,0.015375480783476,0.003550241445562
21 June,00:00,Russia,RUS,H,78.34,1.6128,0.6409,0.2015,0.5604,0.180211638623945,0.059557797863492,0.016905187766969,0.004226365924494
21 June,00:00,Switzerland,SUI,E,79.55,2.0841,0.8886,0.0008,0.6007,0.170703596953412,0.082035219873791,0.033799447450837,0.007901844044491
21 June,00:00,Uruguay,URU,D,81.42,2.231,0.8484,0.0619,0.3976,0.161642779447292,0.042159154103415,0.016205081689228,0.005568191936182
21 June,00:00,USA,USA,G,78.44,2.1002,0.9802,0.1236,0.6794,0.337998984316163,0.112145492216554,0.039753018321702,0.009143384779355
21 June,09:30,Algeria,ALG,H,64.22,1.1757,1.1682,0.0244,0.1582,0.023166162122699,0.004084847504909,0.00054973762944,7.604185105E-05
21 June,09:30,Argentina,ARG,F,89.92,2.8288,0.4448,0.9031,0.9824,0.725457153243354,0.519716092707156,0.334890609367989,0.155917001921156
21 June,09:30,Australia,AUS,B,70.33,1.7888,1.2996,0,0,0,0,0,0
21 June,09:30,Belgium,BEL,H,81.82,2.1451,0.7583,0.6401,0.8666,0.41165700820111,0.156557934406851,0.065180231546716,0.018091629145959
21 June,09:30,Bosnia and Herzegovina,BIH,F,80.59,2.3324,0.9795,0.0384,0.5512,0.191009482587245,0.070884546193399,0.01949189440286,0.006530780170602
21 June,09:30,Brazil,BRA,A,91.07,3.1874,0.5156,0.9173,0.9929,0.749624675669057,0.602838028976017,0.448627392778697,0.347552864723153
21 June,09:30,Chile,CHI,B,87.79,2.7379,0.6167,0.4055,1,0.449575556260694,0.295792980773069,0.159165416020229,0.069921719734139
21 June,09:30,Ivory Coast,CIV,C,79.49,2.2617,1.0151,0.0129,0.7421,0.39419391504253,0.147045709636521,0.054792158275299,0.012888100361301
21 June,09:30,Cameroon,CMR,A,69.4,1.4905,1.12,0,0,0,0,0,0
21 June,09:30,Colombia,COL,C,87.51,2.4223,0.4507,0.9871,1,0.65844000576036,0.21366417404072,0.102949139912218,0.052062316807201
21 June,09:30,Costa Rica,CRC,D,78.55,1.5911,0.6107,0.8828,1,0.468423547284059,0.15582642489434,0.053166105597556,0.011581610897557
21 June,09:30,Croatia,CRO,A,79.53,2.0276,0.8497,0.0362,0.393,0.12704570782419,0.064031494688966,0.023170756455591,0.005270187224499
21 June,09:30,Ecuador,ECU,E,80,1.989,0.789,0.0035,0.3701,0.108088642251444,0.052616659438437,0.0219202595679,0.005205146046259
21 June,09:30,England,ENG,D,81.43,2.1314,0.7789,0,0,0,0,0,0
21 June,09:30,Spain,ESP,B,85.73,2.4815,0.6526,0,0,0,0,0,0
21 June,09:30,France,FRA,E,87.82,2.7485,0.62,0.9964,0.9999,0.696245436195975,0.359770237711857,0.139544954327771,0.074217902194265
21 June,09:30,Germany,GER,G,89.38,3.237,0.745,0.8686,0.9789,0.781132735898669,0.482509311706244,0.227422638331801,0.13471570790295
21 June,09:30,Ghana,GHA,G,76.28,1.8449,0.9481,0.0061,0.1068,0.047828836360968,0.013815678226675,0.004757817719209,0.000930381739632
21 June,09:30,Greece,GRE,C,74.21,1.1796,0.5825,0,0.2173,0.092060107124945,0.026082241438075,0.007373551743183,0.001235686511209
21 June,09:30,Honduras,HON,E,68.33,1.5117,1.2037,0,0.017,0.002805780764089,0.000890984570824,0.000232183700824,2.8182526389E-05
21 June,09:30,Iran,IRN,F,70.81,1.1916,0.7949,0.0213,0.2017,0.042081373831627,0.010099375388744,0.00177137560944,0.000328625674797
21 June,09:30,Italy,ITA,D,79.26,1.9422,0.8095,0.0561,0.5865,0.202206524903366,0.042236327915241,0.013608098069283,0.004175785673643
21 June,09:30,Japan,JPN,C,73.35,1.9701,1.2392,0,0.0406,0.016691752694574,0.004499639591087,0.001195612003638,0.000182103430333
21 June,09:30,South Korea,KOR,H,72.52,1.6902,1.0808,0.1262,0.4033,0.094874055647119,0.022733064065839,0.0048493756932,0.000867022027835
21 June,09:30,Mexico,MEX,A,78.45,1.4757,0.534,0.0465,0.6141,0.182256107119633,0.085970599421596,0.02884569208446,0.005977903930816
